z_m,O2_M,Fe2_M,Fe3_M,SO4_M,H_M,pH
0.0,0.00031314802,0.0003400312,7.5220465e-05,0.006243022,0.008593959,2.0658066
0.025125628,0.00029900414,0.0003630763,7.519157e-05,0.0062641767,0.008593976,2.065806
0.050251257,0.0002845511,0.0003854709,7.516271e-05,0.006284644,0.008593929,2.0658083
0.07537688,0.00026980345,0.0004071393,7.513384e-05,0.006304367,0.008593804,2.0658145
0.10050251,0.00025478582,0.00042802552,7.510493e-05,0.0063233026,0.008593588,2.0658255
0.12562814,0.00023953438,0.0004480907,7.5076e-05,0.0063414196,0.0085932715,2.0658414
0.15075377,0.00022409852,0.00046730807,7.504703e-05,0.0063586948,0.008592854,2.0658627
0.1758794,0.00020854137,0.0004856613,7.501803e-05,0.0063751135,0.008592338,2.0658886
0.20100503,0.00019294067,0.00050313945,7.4989046e-05,0.006390665,0.0085917255,2.0659196
0.22613065,0.0001773883,0.0005197357,7.4960066e-05,0.0064053414,0.0085910205,2.0659552
0.2512563,0.00016198911,0.0005354441,7.493112e-05,0.0064191334,0.008590225,2.0659955
0.2763819,0.00014685879,0.0005502588,7.490219e-05,0.0064320313,0.0085893385,2.0660403
0.30150753,0.00013212046,0.0005641725,7.487329e-05,0.006444024,0.0085883625,2.0660896
0.32663316,0.00011789994,0.0005771769,7.4844385e-05,0.0064550964,0.008587292,2.0661438
0.3517588,0.0001043206,0.00058926287,7.481547e-05,0.0064652357,0.008586126,2.0662026
0.37688443,9.1497226e-05,0.0006004206,7.47865e-05,0.0064744293,0.008584859,2.0662668
0.40201005,7.952972e-05,0.00061064214,7.475747e-05,0.006482663,0.008583486,2.0663364
0.42713568,6.849796e-05,0.00061992166,7.4728356e-05,0.0064899325,0.008582003,2.0664113
0.4522613,5.8457328e-05,0.0006282578,7.469918e-05,0.0064962367,0.00858041,2.066492
0.47738695,4.9436243e-05,0.00063565455,7.4669944e-05,0.006501582,0.008578705,2.0665784
0.5025126,4.1435746e-05,0.0006421229,7.464068e-05,0.0065059834,0.00857689,2.0666702
0.5276382,3.4430952e-05,0.00064768124,7.461142e-05,0.0065094647,0.008574966,2.0667677
0.5527638,2.8374381e-05,0.00065235695,7.458217e-05,0.006512057,0.008572941,2.0668702
0.57788944,2.3200704e-05,0.00065618544,7.455298e-05,0.0065138,0.008570819,2.0669777
0.60301507,1.8831855e-05,0.0006592099,7.452385e-05,0.0065147416,0.00856861,2.0670896
0.6281407,1.5182431e-05,0.000661481,7.44948e-05,0.0065149358,0.008566321,2.0672057
0.6532663,1.2164614e-05,0.00066305423,7.44658e-05,0.00651444,0.00856396,2.0673254
0.678392,9.692171e-06,0.00066399,7.4436844e-05,0.0065133134,0.008561536,2.0674484
0.7035176,7.68367e-06,0.0006643504,7.440789e-05,0.0065116193,0.008559055,2.0675743
0.72864324,6.0644747e-06,0.0006641981,7.437892e-05,0.006509421,0.008556531,2.0677023
0.75376886,4.76801e-06,0.0006635952,7.434988e-05,0.006506775,0.008553965,2.0678325
0.7788945,3.7362217e-06,0.00066260033,7.4320764e-05,0.0065037394,0.008551368,2.0679643
0.8040201,2.9194123e-06,0.0006612699,7.4291514e-05,0.006500371,0.008548744,2.0680976
0.8291457,2.275763e-06,0.0006596547,7.426211e-05,0.0064967168,0.008546099,2.068232
0.85427135,1.7705624e-06,0.00065780146,7.423255e-05,0.0064928215,0.008543438,2.0683672
0.879397,1.3753627e-06,0.0006557519,7.4202835e-05,0.0064887265,0.008540768,2.0685031
0.9045226,1.0670772e-06,0.0006535423,7.417292e-05,0.0064844666,0.008538088,2.0686393
0.9296482,8.2715155e-07,0.000651204,7.4142845e-05,0.006480073,0.008535402,2.0687761
0.9547739,6.4077494e-07,0.0006487644,7.41126e-05,0.0064755687,0.008532713,2.0689127
0.9798995,4.962098e-07,0.00064624636,7.4082185e-05,0.006470979,0.008530023,2.0690498
1.0050251,3.8420472e-07,0.0006436687,7.4051626e-05,0.00646632,0.008527333,2.0691867
1.0301508,2.974951e-07,0.0006410466,7.402091e-05,0.0064616073,0.008524644,2.0693238
1.0552764,2.3040423e-07,0.0006383932,7.399006e-05,0.0064568506,0.008521955,2.0694606
1.080402,1.7850914e-07,0.0006357184,7.395909e-05,0.006452062,0.008519269,2.0695977
1.1055276,1.3837105e-07,0.00063303,7.392799e-05,0.006447245,0.008516581,2.0697348
1.1306533,1.07323004e-07,0.0006303346,7.389681e-05,0.006442409,0.008513895,2.0698717
1.1557789,8.330022e-08,0.00062763627,7.3865514e-05,0.0064375526,0.008511208,2.0700088
1.1809045,6.4705254e-08,0.00062493817,7.383413e-05,0.0064326823,0.00850852,2.070146
1.2060301,5.030431e-08,0.0006222433,7.380265e-05,0.0064278,0.008505834,2.0702832
1.2311558,3.914408e-08,0.0006195525,7.37711e-05,0.0064229034,0.008503145,2.0704205
1.2562814,3.048931e-08,0.0006168671,7.373947e-05,0.006417998,0.008500452,2.070558
1.281407,2.3771962e-08,0.000614187,7.370777e-05,0.006413079,0.008497759,2.0706956
1.3065326,1.8553838e-08,0.00061151234,7.3676005e-05,0.0064081475,0.00849506,2.0708334
1.3316582,1.4496632e-08,0.0006088433,7.364418e-05,0.0064032064,0.008492357,2.0709717
1.356784,1.1338929e-08,0.00060617866,7.3612304e-05,0.006398254,0.008489653,2.07111
1.3819096,8.878853e-09,0.00060351857,7.3580355e-05,0.006393287,0.008486943,2.0712488
1.4070352,6.9603194e-09,0.0006008617,7.3548385e-05,0.006388311,0.0084842285,2.0713875
1.4321609,5.462471e-09,0.00059820764,7.351636e-05,0.00638332,0.008481509,2.0715268
1.4572865,4.2918136e-09,0.00059555593,7.348431e-05,0.0063783173,0.008478788,2.0716662
1.4824121,3.3758596e-09,0.0005929055,7.345222e-05,0.0063733035,0.008476063,2.071806
1.5075377,2.6584075e-09,0.00059025583,7.342012e-05,0.006368278,0.008473335,2.0719457
1.5326633,2.0957918e-09,0.0005876069,7.338799e-05,0.0063632396,0.008470605,2.0720856
1.557789,1.6541062e-09,0.0005849573,7.335584e-05,0.0063581914,0.00846787,2.0722258
1.5829146,1.30697e-09,0.0005823071,7.3323696e-05,0.0063531315,0.008465138,2.072366
1.6080402,1.0338318e-09,0.0005796559,7.329154e-05,0.0063480614,0.008462403,2.0725062
1.6331658,8.18676e-10,0.0005770034,7.325939e-05,0.0063429857,0.00845967,2.0726466
1.6582915,6.490051e-10,0.0005743495,7.3227246e-05,0.006337899,0.008456937,2.0727868
