z_m,O2_M,Fe2_M,Fe3_M,SO4_M,H_M,pH,z_norm,O2_shape,Fe2_shape,Fe3_shape,SO4_shape,H_shape
3.0904522,5.0119006e-08,0.00030956656,7.1044895e-05,0.0046430454,0.0066333967,2.1782641,0.61809044,0.9999863256283618,1.0,0.8547224665298387,0.9327375089879714,0.8890207779369269
3.1155777,5.0012687e-08,0.00030949415,7.104592e-05,0.004643326,0.006633602,2.1782506,0.6231155399999999,0.9999867302154076,1.0,0.8572266197596119,0.9337971830645496,0.8914897890216119
3.1407037,4.9909254e-08,0.0003094221,7.104695e-05,0.004643606,0.0066338056,2.1782372,0.62814074,0.9999871238200495,1.0,0.8597429883709446,0.9348545912664121,0.893938355299467
3.1658292,4.9808836e-08,0.00030935064,7.104796e-05,0.004643884,0.006634006,2.178224,0.63316584,0.99998750595139,1.0,0.8622104954558731,0.9359044465525478,0.8963484372350347
3.1909547,4.9711375e-08,0.0003092795,7.104896e-05,0.004644162,0.0066342056,2.178211,0.63819094,0.9999878768301423,1.0,0.8646535717775827,0.9369543018386834,0.8987488980850386
3.2160804,4.961656e-08,0.00030920887,7.1049966e-05,0.004644437,0.0066344016,2.1781983,0.64321608,0.9999882376397883,1.0,0.8671113065572303,0.9379928277512272,0.9011060640499678
3.2412062,4.952429e-08,0.0003091388,7.105095e-05,0.004644712,0.0066345953,2.1781855,0.64824124,0.9999885887646741,1.0,0.8695152936577834,0.9390313536637676,0.9034355693938759
3.2663317,4.943483e-08,0.0003090691,7.1051916e-05,0.004644985,0.006634786,2.178173,0.65326634,0.9999889291963667,1.0,0.8718753053845227,0.9400623266605843,0.9057289956669008
3.2914572,4.93476e-08,0.000309,7.1052884e-05,0.004645257,0.0066349753,2.1781607,0.65829144,0.999989261142002,1.0,0.8742402032639522,0.941089523199536,0.9080055850401705
3.316583,4.9262976e-08,0.00030893122,7.105384e-05,0.0046455273,0.0066351616,2.1781485,0.6633166,0.9999895831707475,1.0,0.876575784227506,0.9421102997601186,0.9102460953425465
3.3417087,4.9180407e-08,0.00030886306,7.105478e-05,0.004645798,0.006635347,2.1781363,0.66834174,0.9999898973793817,1.0,0.8788722759699031,0.9431325869038474,0.9124757819236565
3.3668342,4.9100137e-08,0.00030879522,7.105573e-05,0.0046460647,0.0066355276,2.1781244,0.67336684,0.9999902028393858,1.0,0.8811931984755191,0.9441397682161223,0.9146477419913408
3.3919597,4.9022052e-08,0.000308728,7.105666e-05,0.0046463325,0.0066357083,2.1781127,0.67839194,0.999990499984576,1.0,0.8834652594546974,0.9451511036320472,0.9168209046947272
3.4170854,4.894596e-08,0.0003086612,7.1057584e-05,0.004646598,0.0066358843,2.1781013,0.68341708,0.9999907895455904,1.0,0.8857226619759712,0.9461537531948842,0.9189375435203796
3.4422112,4.887199e-08,0.0003085949,7.10585e-05,0.004646862,0.006636059,2.1780899,0.68844224,0.9999910710315316,1.0,0.8879605198866499,0.947150738070925,0.9210385480819683
3.4673367,4.8799805e-08,0.000308529,7.105942e-05,0.004647125,0.0066362307,2.1780784,0.69346734,0.9999913457248217,1.0,0.8902081501026096,0.948143946489104,0.9231034735726736
3.4924622,4.872968e-08,0.00030846364,7.106031e-05,0.0046473867,0.0066364016,2.1780674,0.69849244,0.9999916125789737,1.0,0.892382488028913,0.9491322455120569,0.9251587779778152
3.517588,4.8661285e-08,0.0003083988,7.106121e-05,0.0046476475,0.006636569,2.1780565,0.7035176,0.999991872849772,1.0,0.8945812567184682,0.950117145722936,0.9271719901335738
3.5427136,4.8594643e-08,0.00030833433,7.1062095e-05,0.004647906,0.006636733,2.1780457,0.70854272,0.9999921264496923,1.0,0.8967433792631787,0.9510933600807271,0.9291443126756516
3.5678391,4.8529724e-08,0.0003082704,7.106297e-05,0.004648164,0.0066368966,2.178035,0.71356782,0.9999923734928964,1.0,0.8988810710446705,0.952067686209584,0.9311118246749526
3.5929646,4.8466365e-08,0.00030820695,7.106384e-05,0.0046484205,0.006637056,2.1780245,0.7185929200000001,0.999992614599666,1.0,0.9010065474445365,0.9530363476516482,0.9330288259749983
3.6180904,4.8404658e-08,0.0003081439,7.106471e-05,0.004648675,0.0066372133,2.1780143,0.7236180799999999,0.9999928494199037,1.0,0.9031320238444355,0.9539974561779824,0.9349205719254268
