step,L_total,L_pde,L_hen,L_bc,L_en,henry_rel_err,O2_surf_M,EN_p95,lr,grad_norm
43,1.8866634368896484,750.4006958007812,0.08809403330087662,5.015417991671711e-05,11.274223327636719,0.007392285857349634,0.0002647284709382802,0.0035527036525309086,9.99952231875316e-05,126.44276428222656
44,1.916074275970459,751.1910400390625,0.08918461203575134,5.0102677050745115e-05,11.481538772583008,0.008150927722454071,0.00026887384592555463,0.0035813432186841965,9.999500359598768e-05,106.77787780761719
45,2.04304575920105,751.51904296875,0.09387650340795517,5.007557410863228e-05,11.569393157958984,0.014704364351928234,0.0002706216473598033,0.0035927598364651203,9.999477907013472e-05,38.52239227294922
46,2.023993492126465,751.4481811523438,0.09317830950021744,5.007057552575134e-05,11.550287246704102,0.013230620883405209,0.00027022860012948513,0.0035888822749257088,9.999454960999486e-05,45.93582534790039
47,1.7309235334396362,751.020751953125,0.08236365020275116,5.008525840821676e-05,11.436485290527344,0.004640243947505951,0.00026793754659593105,0.003571431152522564,9.99943152155908e-05,275.95379638671875
48,1.968843698501587,750.26416015625,0.09115205705165863,5.0116985221393406e-05,11.239971160888672,0.010210785083472729,0.0002639767772052437,0.0035419808700680733,9.999407588694566e-05,71.1701431274414
49,2.0579631328582764,749.9513549804688,0.09444712847471237,5.012681140215136e-05,11.159566879272461,0.016250457614660263,0.0002623659966047853,0.0035292478278279305,9.999383162408302e-05,32.0053825378418
50,2.0388476848602295,750.0431518554688,0.09374634176492691,5.011709072277881e-05,11.181283950805664,0.014522669836878777,0.0002628267975524068,0.003531351685523987,9.999358242702702e-05,38.51987838745117
51,1.8137751817703247,750.492431640625,0.08544038236141205,5.0090231525246054e-05,11.293723106384277,0.0058771842159330845,0.0002651325485203415,0.0035466267727315426,9.999332829580225e-05,184.9829864501953
52,1.9398752450942993,751.2476196289062,0.0901014506816864,5.004853301215917e-05,11.48740005493164,0.00898006558418274,0.0002690949768293649,0.0035735727287828922,9.99930692304338e-05,89.01663208007812
53,2.0482938289642334,751.5623168945312,0.09410984069108963,5.002785110264085e-05,11.569074630737305,0.0152625422924757,0.0002707705134525895,0.0035843332298099995,9.999280523094723e-05,35.75223922729492
54,2.03155517578125,751.4955444335938,0.09349658340215683,5.002586476621218e-05,11.550650596618652,0.013872389681637287,0.0002703997597564012,0.0035807345993816853,9.999253629736859e-05,41.854583740234375
55,1.803687572479248,751.0874633789062,0.08508554846048355,5.004051490686834e-05,11.443487167358398,0.005664280150085688,0.00026821065694093704,0.003564376849681139,9.999226242972442e-05,195.70924377441406
56,1.9250742197036743,750.3635864257812,0.08957334607839584,5.006982246413827e-05,11.258466720581055,0.008557421155273914,0.0002644177293404937,0.0035367063246667385,9.999198362804177e-05,95.8126449584961
57,2.035740375518799,750.064697265625,0.09366542100906372,5.008019434171729e-05,11.18255615234375,0.014341412112116814,0.0002628751390147954,0.003524769563227892,9.999169989234814e-05,38.9130859375
58,2.01271915435791,750.1536865234375,0.09281979501247406,5.007367508369498e-05,11.202797889709473,0.012668842449784279,0.0002633212134242058,0.003526820335537195,9.999141122267153e-05,48.05302429199219
59,1.6992980241775513,750.5857543945312,0.08124637603759766,5.005245839129202e-05,11.308455467224121,0.0043459320440888405,0.0002655409334693104,0.0035412926226854324,9.999111761904044e-05,301.7340087890625
60,1.9633549451828003,751.3123168945312,0.0910053625702858,5.001856334274635e-05,11.490499496459961,0.00995335727930069,0.0002693545538932085,0.0035667577758431435,9.999081908148385e-05,73.51514434814453
61,2.0551822185516357,751.615966796875,0.09440218657255173,5.000254532205872e-05,11.567197799682617,0.016012126579880714,0.0002709704276639968,0.0035769729875028133,9.999051561003123e-05,32.67685317993164
62,2.0405983924865723,751.5528564453125,0.093868188560009,5.000203236704692e-05,11.549933433532715,0.014690614305436611,0.00027061798027716577,0.0035736728459596634,9.999020720471253e-05,37.58775329589844
63,1.8620978593826294,751.1609497070312,0.08727788925170898,5.001532917958684e-05,11.44929313659668,0.006802133750170469,0.0002685141225811094,0.003558357246220112,9.998989386555816e-05,141.72756958007812
64,1.8633588552474976,750.4651489257812,0.08732891827821732,5.00412133987993e-05,11.275158882141113,0.006889434531331062,0.00026486258138902485,0.0035323435440659523,9.998957559259906e-05,138.14476013183594
65,2.008573532104492,750.1784057617188,0.09269911050796509,5.0050915888277814e-05,11.203701972961426,0.012455937452614307,0.00026337799499742687,0.003521157894283533,9.998925238586665e-05,48.98599624633789
66,1.9797022342681885,750.2649536132812,0.0916367620229721,5.0046237447531894e-05,11.222848892211914,0.010830619372427464,0.00026381146744824946,0.0035231709480285645,9.998892424539283e-05,62.4370002746582
67,1.488875389099121,750.6820678710938,0.07350233942270279,5.002912803320214e-05,11.322458267211914,0.002785870572552085,0.00026595700182951987,0.0035368939861655235,9.998859117121e-05,594.4672241210938
68,1.9849926233291626,751.3836669921875,0.09184091538190842,5.00013011333067e-05,11.49398422241211,0.011030319146811962,0.000269641779595986,0.0035609877668321133,9.998825316335099e-05,60.81239700317383
69,2.0627496242523193,751.6776123046875,0.09471891820430756,4.998848453396931e-05,11.566282272338867,0.016894081607460976,0.00027120564482174814,0.0035706902854144573,9.99879102218492e-05,29.666391372680664
70,2.050074577331543,751.61767578125,0.09425528347492218,4.9988269893219694e-05,11.550304412841797,0.015632368624210358,0.0002708691463340074,0.0035676718689501286,9.998756234673847e-05,33.57038116455078
71,1.9083888530731201,751.240234375,0.08902330696582794,4.999928205506876e-05,11.455951690673828,0.00802390556782484,0.000268839969066903,0.0035533378832042217,9.998720953805312e-05,105.42527770996094
72,1.7682044506072998,750.5695190429688,0.0838460624217987,5.0021029892377555e-05,11.292203903198242,0.005200604908168316,0.00026531299226917326,0.0035288920626044273,9.998685179582798e-05,220.46531677246094
73,1.9736422300338745,750.2935791015625,0.09144451469182968,5.002918260288425e-05,11.22523021697998,0.010574392043054104,0.00026387980324216187,0.0035184435546398163,9.998648912009835e-05,64.50495910644531
74,1.9355286359786987,750.3778686523438,0.09003996849060059,5.0025308155454695e-05,11.243730545043945,0.008991195820271969,0.00026430204161442816,0.0035204500891268253,9.998612151090003e-05,85.65953826904297
75,0.9679656028747559,750.7816162109375,0.054273225367069244,5.0011098210234195e-05,11.338112831115723,0.0011941628763452172,0.0002663815103005618,0.0035335090942680836,9.998574896826931e-05,1751.8719482421875
76,2.0044164657592773,751.4605712890625,0.09259504079818726,4.998796066502109e-05,11.500309944152832,0.012190326116979122,0.0002699511533137411,0.003556355368345976,9.998537149224293e-05,50.640628814697266
77,2.0705084800720215,751.7457275390625,0.09504286199808121,4.997720679966733e-05,11.569021224975586,0.017879268154501915,0.00027146839420311153,0.0035656350664794445,9.998498908285819e-05,26.87884521484375
78,2.059481143951416,751.6885375976562,0.09464006125926971,4.997636278858408e-05,11.554801940917969,0.016671137884259224,0.00027114618569612503,0.0035629444755613804,9.998460174015279e-05,29.961307525634766
79,1.9453904628753662,751.3245239257812,0.09042667597532272,4.998441363568418e-05,11.466888427734375,0.009315299801528454,0.000269184383796528,0.0035496028140187263,9.998420946416499e-05,80.5015640258789
80,1.5999729633331299,750.6766357421875,0.07765834033489227,5.000151941203512e-05,11.313396453857422,0.003487876383587718,0.0002657697768881917,0.003526700660586357,9.998381225493349e-05,415.9869384765625
81,1.9260265827178955,750.4105224609375,0.08972017467021942,5.000741657568142e-05,11.251155853271484,0.008686735294759274,0.00026438324130140245,0.003517007455229759,9.998341011249749e-05,90.19619750976562
82,1.8720803260803223,750.492919921875,0.08772951364517212,5.000352393835783e-05,11.269554138183594,0.007141078356653452,0.0002647954679559916,0.003519069869071245,9.99830030368967e-05,126.80553436279297
83,0.32065144181251526,750.8844604492188,0.030354317277669907,4.999126394977793e-05,11.359528541564941,0.0004311557568144053,0.0002668149827513844,0.0035315523855388165,9.998259102817127e-05,4054.82275390625
84,0.8988717198371887,750.9186401367188,0.05174191668629646,4.999220254831016e-05,11.36574935913086,0.0010653944918885827,0.0002669841342139989,0.0035319379530847073,9.99821740863619e-05,1945.8662109375
85,1.7112523317337036,750.6347045898438,0.08179208636283875,5.000483361072838e-05,11.2974271774292,0.0045030731707811356,0.0002654990239534527,0.003521561622619629,9.99817522115097e-05,275.2682800292969
86,1.582919716835022,750.6946411132812,0.07704813778400421,5.0008660764433444e-05,11.308003425598145,0.00336838373914361,0.0002658016455825418,0.003522660583257675,9.998132540365634e-05,436.1549377441406
87,1.6384023427963257,751.060546875,0.0791030153632164,5.000486635253765e-05,11.388738632202148,0.003766474546864629,0.000267704512225464,0.0035339700989425182,9.998089366284391e-05,365.6639404296875
88,1.673128366470337,751.0780029296875,0.08039003610610962,5.001246972824447e-05,11.388446807861328,0.004078465048223734,0.0002677877200767398,0.003533555194735527,9.998045698911504e-05,322.0563049316406
89,1.205721139907837,750.7835693359375,0.06310180574655533,5.003005571779795e-05,11.31604290008545,0.0017184028401970863,0.00026624169549904764,0.0035226973704993725,9.998001538251281e-05,1123.665283203125
90,0.7361411452293396,750.829345703125,0.04573211073875427,5.0039245252264664e-05,11.321170806884766,0.0008484525023959577,0.0002664737112354487,0.003523114137351513,9.997956884308085e-05,2429.483642578125
91,1.8189265727996826,751.1790161132812,0.08579009771347046,5.004109698347747e-05,11.395322799682617,0.005996567662805319,0.0002682992781046778,0.0035335742868483067,9.99791173708632e-05,170.19459533691406
92,1.8245782852172852,751.1856689453125,0.0860011950135231,5.005277489544824e-05,11.390751838684082,0.0061012194491922855,0.0002683271886780858,0.003532618749886751,9.997866096590442e-05,165.1686248779297
93,-0.11105481535196304,750.885009765625,0.014392553828656673,5.00730202475097e-05,11.316094398498535,0.0001644524745643139,0.0002667438529897481,0.0035214941017329693,9.997819962824954e-05,6075.6728515625
94,1.9831444025039673,750.301513671875,0.09187141060829163,5.0100286898668855e-05,11.179733276367188,0.011151994578540325,0.0002637257566675544,0.003501343075186014,9.997773335794414e-05,57.52623748779297
95,2.0426645278930664,750.0857543945312,0.0940757617354393,5.011502798879519e-05,11.127824783325195,0.015285131521522999,0.0002626234490890056,0.0034934296272695065,9.99772621550342e-05,33.44588851928711
96,2.013923168182373,750.2052001953125,0.0930153951048851,5.011787288822234e-05,11.151137351989746,0.013017935678362846,0.0002632281102705747,0.00349647318944335,9.997678601956623e-05,43.890602111816406
97,1.751830816268921,750.6224365234375,0.08332135528326035,5.011101166019216e-05,11.241175651550293,0.005004615057259798,0.00026536526274867356,0.003509229514747858,9.997630495158724e-05,229.24818420410156
98,1.9114067554473877,751.2964477539062,0.08922876417636871,5.00972819281742e-05,11.390179634094238,0.008196324110031128,0.00026888595311902463,0.0035305083729326725,9.997581895114468e-05,98.96755981445312
99,2.0296471118927,751.5942993164062,0.09360705316066742,5.009191227145493e-05,11.456436157226562,0.014118031598627567,0.0002704652724787593,0.003539706114679575,9.997532801828656e-05,38.63188552856445
100,2.0213799476623535,751.5642700195312,0.09330486506223679,5.009267624700442e-05,11.449321746826172,0.01349208690226078,0.00027029833290725946,0.0035382523201406,9.997483215306129e-05,41.66432571411133
101,1.867380976676941,751.240234375,0.08761013299226761,5.0098711653845385e-05,11.377038955688477,0.007013401482254267,0.00026857046759687364,0.00352731766179204,9.997433135551784e-05,129.2440643310547
102,1.7243081331253052,750.6452026367188,0.08231911808252335,5.0110320444218814e-05,11.24670124053955,0.004665561486035585,0.00026545568834990263,0.003507891669869423,9.99738256257056e-05,256.216552734375
103,1.939261794090271,750.4099731445312,0.0902775302529335,5.011486427974887e-05,11.195860862731934,0.009225379675626755,0.000264239584794268,0.003500012680888176,9.997331496367453e-05,79.62303161621094
104,1.8827522993087769,750.503173828125,0.08818970620632172,5.011301254853606e-05,11.215551376342773,0.007451868616044521,0.00026471258024685085,0.0035024499520659447,9.997279936947499e-05,115.57176208496094
105,-0.49031221866607666,750.8880004882812,0.00036234609433449805,5.010606037103571e-05,11.29776382446289,6.656669484073063e-06,0.00026669821818359196,0.00351402023807168,9.997227884315788e-05,8094.85498046875
106,2.007157325744629,751.5249633789062,0.09280083328485489,5.009522647014819e-05,11.435548782348633,0.012548803351819515,0.00027004675939679146,0.0035336571745574474,9.997175338477459e-05,46.88335418701172
107,2.068741798400879,751.7989501953125,0.09508396685123444,5.008896187064238e-05,11.496173858642578,0.018017420545220375,0.00027150523965246975,0.0035420171916484833,9.997122299437696e-05,25.85725212097168
108,2.0607829093933105,751.756591796875,0.09479398280382156,5.008491643820889e-05,11.488868713378906,0.017123790457844734,0.00027126690838485956,0.0035404968075454235,9.997068767201736e-05,27.95949363708496
109,1.9710748195648193,751.4300537109375,0.09147850424051285,5.0082824600394815e-05,11.421160697937012,0.010547001846134663,0.00026951287873089314,0.0035301800817251205,9.997014741774862e-05,63.13017654418945
110,0.8986966609954834,750.8418579101562,0.05178404226899147,5.0084148824680597e-05,11.299123764038086,0.0010800173040479422,0.00026641195290721953,0.0035119056701660156,9.996960223162402e-05,1885.1175537109375
111,1.7991067171096802,750.6043701171875,0.08512170612812042,5.0081900553777814e-05,11.251845359802246,0.005725390277802944,0.00026517303194850683,0.0035045193508267403,9.996905211369744e-05,180.45997619628906
112,1.6768009662628174,750.6868286132812,0.08059756457805634,5.0076734623871744e-05,11.270730972290039,0.004164019599556923,0.0002655894495546818,0.0035068178549408913,9.996849706402311e-05,305.2027893066406
113,1.5197123289108276,751.0537719726562,0.07478488236665726,5.006939318263903e-05,11.348304748535156,0.0029527239967137575,0.0002674874849617481,0.003517699893563986,9.996793708265583e-05,519.32080078125
114,1.6217340230941772,751.0907592773438,0.07856547087430954,5.006848368793726e-05,11.356254577636719,0.0036486187018454075,0.0002676730800885707,0.0035184714943170547,9.996737216965088e-05,375.58258056640625
115,1.073830008506775,750.833740234375,0.05828050151467323,5.00731221109163e-05,11.30227279663086,0.0014036842621862888,0.00026632563094608486,0.0035102488473057747,9.9966802325064e-05,1404.7528076171875
116,0.0627489909529686,750.8935546875,0.02084270678460598,5.007557410863228e-05,11.313151359558105,0.0002669215318746865,0.00026662880554795265,0.0035115056671202183,9.996622754895145e-05,5055.98583984375
117,1.8384476900100708,751.2356567382812,0.08659857511520386,5.00762507726904e-05,11.381699562072754,0.006416811142116785,0.0002684113569557667,0.0035211900249123573,9.996564784136994e-05,148.3212432861328
118,1.855303168296814,751.2552490234375,0.08722537755966187,5.00813293911051e-05,11.383244514465332,0.006776707712560892,0.000268507341388613,0.003521121107041836,9.99650632023767e-05,135.00953674316406
119,1.1095856428146362,750.9866333007812,0.059611979871988297,5.0090078730136156e-05,11.3251953125,0.0014687231741845608,0.000267091701971367,0.0035123820416629314,9.996447363202941e-05,1323.08837890625
120,1.9284571409225464,750.4532470703125,0.08993951231241226,5.0102000386686996e-05,11.214357376098633,0.00888883601874113,0.0002643293410073966,0.0034959139302372932,9.996387913038628e-05,83.70926666259766
121,2.004667282104492,750.26220703125,0.09276451170444489,5.0108643335988745e-05,11.174331665039062,0.012561134994029999,0.0002633499389048666,0.003489745780825615,9.996327969750598e-05,45.65316390991211
122,1.9626103639602661,750.3829345703125,0.0912100300192833,5.010987297282554e-05,11.197549819946289,0.010271349921822548,0.0002639606245793402,0.0034928233362734318,9.996267533344767e-05,64.8395767211914
123,1.4540622234344482,750.780029296875,0.07237803936004639,5.010727545595728e-05,11.276671409606934,0.002629384398460388,0.0002659987367223948,0.0035040616057813168,9.996206603827099e-05,612.4194946289062
124,1.954085111618042,751.4161376953125,0.09090056270360947,5.010284439777024e-05,11.404906272888184,0.009841503575444221,0.00026932472246699035,0.0035224268212914467,9.99614518120361e-05,70.37315368652344
125,2.0430409908294678,751.7007446289062,0.09419865161180496,5.0100214139092714e-05,11.46347713470459,0.015500873327255249,0.000270834076218307,0.0035305963829159737,9.99608326548036e-05,32.36183166503906
126,2.0378048419952393,751.6790161132812,0.09400873631238937,5.0097172788809985e-05,11.460872650146484,0.015034905634820461,0.00027070980286225677,0.0035298392176628113,9.996020856663458e-05,33.99716567993164
127,1.9349082708358765,751.3823852539062,0.09020176529884338,5.009360029362142e-05,11.403923034667969,0.009090827777981758,0.0002691245172172785,0.00352115323767066,9.995957954759067e-05,80.60364532470703
128,1.206750750541687,750.8328247070312,0.06323161721229553,5.00911264680326e-05,11.297991752624512,0.0017269146628677845,0.000266239425400272,0.0035052821040153503,9.995894559773395e-05,1080.286376953125
129,1.8081204891204834,750.6184692382812,0.0855131670832634,5.008818334317766e-05,11.258378028869629,0.005904465448111296,0.00026512527256272733,0.0034990827552974224,9.995830671712695e-05,168.76734924316406
130,1.6759780645370483,750.7095947265625,0.0806211605668068,5.008488005842082e-05,11.277649879455566,0.004169366788119078,0.0002655880234669894,0.0035015097819268703,9.995766290583277e-05,300.1485290527344
131,1.502469778060913,751.072265625,0.07419593632221222,5.008175867260434e-05,11.349077224731445,0.0028633498586714268,0.00026746364892460406,0.0035115722566843033,9.995701416391493e-05,535.9268188476562
132,1.6295721530914307,751.117431640625,0.07890787720680237,5.008169318898581e-05,11.358116149902344,0.0037247883155941963,0.0002676933945622295,0.003512552473694086,9.995636049143747e-05,358.5530700683594
133,0.8066058158874512,750.8794555664062,0.04841787740588188,5.0084101530956104e-05,11.31170654296875,0.0009438284323550761,0.00026644827448762953,0.003505466505885124,9.995570188846488e-05,2117.962646484375
134,0.1317402869462967,750.9446411132812,0.023413417860865593,5.00871756230481e-05,11.322918891906738,0.00030216912273317575,0.0002667805820237845,0.0035068122670054436,9.99550383550622e-05,4694.78955078125
135,1.6575596332550049,750.7239990234375,0.0799521803855896,5.009255983168259e-05,11.278910636901855,0.00399716617539525,0.0002656339493114501,0.003500120248645544,9.995436989129488e-05,319.9808349609375
136,1.412906289100647,750.8050537109375,0.07088857889175415,5.0097936764359474e-05,11.291988372802734,0.002443434204906225,0.0002660483296494931,0.003501779865473509,9.99536964972289e-05,673.2714233398438
137,1.6972931623458862,751.1547241210938,0.08142854273319244,5.010368477087468e-05,11.355765342712402,0.004364265128970146,0.000267863943008706,0.0035108556039631367,9.995301817293077e-05,277.6611633300781
138,1.7570836544036865,751.1924438476562,0.08364605158567429,5.0110582378692925e-05,11.359944343566895,0.005088205449283123,0.00026805701781995595,0.003511238843202591,9.995233491846737e-05,215.82315063476562
139,0.20766004920005798,750.9512939453125,0.026229869574308395,5.0118174840463325e-05,11.311134338378906,0.0003519304736983031,0.0002667938533704728,0.0035038897767663,9.995164673390618e-05,4343.5341796875
140,1.9368655681610107,750.4545288085938,0.09031203389167786,5.0126214773627e-05,11.215335845947266,0.009257244877517223,0.00026423108647577465,0.0034896512515842915,9.995095361931511e-05,76.79399108886719
141,2.0021443367004395,750.2847290039062,0.09273330122232437,5.0131860916735604e-05,11.182154655456543,0.012504607439041138,0.00026336501468904316,0.003484540618956089,9.995025557476254e-05,45.336917877197266
142,1.9565178155899048,750.4127807617188,0.0910450741648674,5.01345784869045e-05,11.205083847045898,0.01006946712732315,0.0002640144666656852,0.003487633541226387,9.99495526003174e-05,66.16333770751953
143,1.4314730167388916,750.804931640625,0.07158906757831573,5.0135800847783685e-05,11.277469635009766,0.002528115641325712,0.0002660257450770587,0.0034979558549821377,9.994884469604905e-05,638.7261962890625
144,1.947213888168335,751.4253540039062,0.09070585668087006,5.0137539801653475e-05,11.39299201965332,0.009623470716178417,0.0002692665730137378,0.003514551557600498,9.994813186202739e-05,72.1545181274414
145,2.0383763313293457,751.707763671875,0.09408757835626602,5.013737245462835e-05,11.446971893310547,0.015228168107569218,0.00027076134574599564,0.0035221148282289505,9.994741409832273e-05,32.8576545715332
146,2.035052537918091,751.6943359375,0.0939682126045227,5.013325426261872e-05,11.447237014770508,0.014941167086362839,0.00027068480267189443,0.0035218209959566593,9.994669140500594e-05,33.87836837768555
