z_m,O2_M,Fe2_M,Fe3_M,SO4_M,H_M,pH,z_norm,O2_shape,Fe2_shape,Fe3_shape,SO4_shape,H_shape
0.0,0.00031314802,0.0003400312,7.5220465e-05,0.006243022,0.008593959,2.0658066,0.0,0.0,0.0,0.0,0.0,0.0
0.025125628,0.00029900414,0.0003630763,7.519157e-05,0.0062641767,0.008593976,2.065806,0.0050251256,0.045166755325527996,0.0,0.004506366851479734,0.0,0.0
0.050251257,0.0002845511,0.0003854709,7.516271e-05,0.006284644,0.008593929,2.0658083,0.0100502514,0.0913207753956975,0.0,0.009007275220876675,0.0,6.277529582820869e-05
0.07537688,0.00026980345,0.0004071393,7.513384e-05,0.006304367,0.008593804,2.0658145,0.015075375999999998,0.13841559656050686,0.0,0.013509743156583287,0.0,0.00032433902844755983
0.10050251,0.00025478582,0.00042802552,7.510493e-05,0.0063233026,0.008593588,2.0658255,0.020100502,0.18637256591964363,0.0,0.018018449357528585,0.0,0.0007763211584150183
0.12562814,0.00023953438,0.0004480907,7.5076e-05,0.0063414196,0.0085932715,2.0658414,0.025125628,0.23507617899059535,0.0,0.022530274691093224,0.0,0.0014386005294064312
0.15075377,0.00022409852,0.00046730807,7.504703e-05,0.0063586948,0.008592854,2.0658627,0.030150754000000002,0.28436871483359627,0.0,0.02704833828989444,0.0,0.0023122233963517244
0.1758794,0.00020854137,0.0004856613,7.501803e-05,0.0063751135,0.008592338,2.0658886,0.03517588,0.3340485754950652,0.0,0.03157108058762678,0.0,0.0033919584846048997
0.20100503,0.00019294067,0.00050313945,7.4989046e-05,0.006390665,0.0085917255,2.0659196,0.040201006,0.3838675077687387,0.0,0.03609132757926111,0.0,0.0046736207744389946
0.22613065,0.0001773883,0.0005197357,7.4960066e-05,0.0064053414,0.0085910205,2.0659552,0.045226129999999996,0.4335321040833343,0.0,0.04061095074437411,0.0,0.006148840226410973
0.2512563,0.00016198911,0.0005354441,7.493112e-05,0.0064191334,0.008590225,2.0659955,0.05025126,0.4827075387548189,0.0,0.04512527138403253,0.0,0.007813431820797504
0.2763819,0.00014685879,0.0005502588,7.490219e-05,0.0064320313,0.0085893385,2.0660403,0.05527638,0.5310243698815637,0.0,0.049637096717597175,0.0,0.009668441812532142
0.30150753,0.00013212046,0.0005641725,7.487329e-05,0.006444024,0.0085883625,2.0660896,0.060301506000000005,0.5780894287633478,0.0,0.054144243352230684,0.0,0.01171073143682148
0.32663316,0.00011789994,0.0005771769,7.4844385e-05,0.0064550964,0.008587292,2.0661438,0.065326632,0.6235009245793316,0.0,0.0586521697700222,0.0,0.013950763242972035
0.3517588,0.0001043206,0.00058926287,7.481547e-05,0.0064652357,0.008586126,2.0662026,0.07035176,0.6668648902847926,0.0,0.06316165575412128,0.0,0.016390629740843658
0.37688443,9.1497226e-05,0.0006004206,7.47865e-05,0.0064744293,0.008584859,2.0662668,0.075376886,0.7078147707918202,0.0,0.0676797193529225,0.0,0.01904183973466916
0.40201005,7.952972e-05,0.00061064214,7.475747e-05,0.006482663,0.008583486,2.0663364,0.08040201,0.74603154125076,0.0,0.07220714034958385,0.0,0.021914855773758693
0.42713568,6.849796e-05,0.00061992166,7.4728356e-05,0.0064899325,0.008582003,2.0664113,0.085427136,0.7812601210131693,0.0,0.07674766170324392,0.0,0.025018047897551653
0.4522613,5.8457328e-05,0.0006282578,7.469918e-05,0.0064962367,0.00858041,2.066492,0.09045225999999999,0.8133236544182653,0.0,0.08129785236802267,0.0,0.028351416106048046
0.47738695,4.9436243e-05,0.00063565455,7.4669944e-05,0.006501582,0.008578705,2.0665784,0.09547739,0.8421313888564669,0.0,0.08585740043065945,0.0,0.03191914541897121
0.5025126,4.1435746e-05,0.0006421229,7.464068e-05,0.0065059834,0.00857689,2.0666702,0.10050252,0.8676800000212689,0.0,0.09042131527896247,0.0,0.035717050816601426
0.5276382,3.4430952e-05,0.00064768124,7.461142e-05,0.0065094647,0.008574966,2.0667677,0.10552763999999999,0.8900489551243754,0.0,0.09498460630074204,0.0,0.03974303978907522
0.5527638,2.8374381e-05,0.00065235695,7.458217e-05,0.006512057,0.008572941,2.0668702,0.11055276,0.9093898757535583,0.0,0.09954633775621194,0.0,0.043980372257502905
0.57788944,2.3200704e-05,0.00065618544,7.455298e-05,0.0065138,0.008570819,2.0669777,0.11557788799999999,0.9259113821006364,0.0,0.10409871181382381,0.0,0.04842067818244506
0.60301507,1.8831855e-05,0.0006592099,7.452385e-05,0.0065147416,0.00856861,2.0670896,0.120603014,0.9398627684131036,0.0,0.10864172847357977,0.0,0.05304303246528866
0.6281407,1.5182431e-05,0.000661481,7.44948e-05,0.0065149358,0.008566321,2.0672057,0.12562814,0.9515167587528909,0.0,0.11317226860285835,0.0,0.05783278753701111
0.6532663,1.2164614e-05,0.00066305423,7.44658e-05,0.00651444,0.00856396,2.0673254,0.13065326,0.9611537891898162,0.0,0.11769501090058858,0.0,0.06277320331871908
0.678392,9.692171e-06,0.00066399,7.4436844e-05,0.0065133134,0.008561536,2.0674484,0.1356784,0.9690492342895564,0.0,0.12221089110655668,0.0,0.0678454472216703
0.7035176,7.68367e-06,0.0006643504,7.440789e-05,0.0065116193,0.008559055,2.0675743,0.14070352,0.975463137209977,0.0,0.1267264593992641,0.0,0.07303696418669473
